id,fullName,prompt
28615,Roberts Zīle,"Roberts Zīle, a Latvian economist and politician, born on 20 June 1958 in Riga, Latvia. He is a member of the National Alliance party and has been the Vice President of the European Parliament since 18 January 2022. He has been a Member of the European Parliament for Latvia since 20 July 2004. Zīle has a baccalaureate degree in economics from the University of Latvia and a doctorate degree in economics from the Latvia University of Agriculture. He has worked as an editor, research fellow, and head of unit at various institutions, including the Latvian State Institute of Agrarian Economics. He has also been a Minister of Finance, Minister of Special Affairs, and Minister of Transport in the Latvian government. Zīle is a member of the European Conservatives and Reformists Group Executive and has worked on various committees, including Transport and Tourism, Industry, Research and Energy, and Economic and Monetary Affairs. He has represented Latvia in international scientific projects and has published articles on property rights and agricultural policy issues. Zīle is also a member of the board of the Economists Association 2010 and the Foundation for the Development of Public Ideas. He has developed an extensive economic reform program and has focused on issues related to EU transport policy, overcoming the economic crisis, and energy independence."
198176,Roman Haider,"Roman Haider, born 13 April 1967, is an Austrian politician and member of the Freedom Party of Austria. He has served as a member of the National Council from 28 October 2008 to 1 July 2019 and as a member of the European Parliament since 2 July 2019."
112747,Romana Jerković,"Romana Jerković, a female MEP from Croatia, born on 28 November 1964 in Split, Socialist Republic of Croatia, Yugoslavia, representing the Social Democratic Party of Croatia, educated at the University of Rijeka and the University of Padua, with a background in medicine and biomedical research, having served as a member of the Croatian Parliament from 2008 to 2020 and deputy mayor of Rijeka from 2006 to 2009, currently serving as a Member of the European Parliament for Croatia since 1 February 2020, re-elected in 2024, member of the Committee on Industry, Research and Energy, rapporteur on the European Commission's 2021 proposal for a regulation on electronic identification and trust services for electronic transactions, part of the delegation to the EU-Albania Stabilisation and Association Parliamentary Committee and the European Parliament Intergroup on Cancer."
125104,Romana Tomc,"Romana Tomc, a Slovenian politician and Member of the European Parliament from Slovenia, born on 2 November 1965 in Ljubljana, Slovenia. She is a member of the Slovenian Democratic Party and the European People's Party. Tomc has been a Member of the European Parliament since 1 July 2014, serving on the Committee on Employment and Social Affairs, and is part of the parliament's delegation for Northern cooperation and for relations with Switzerland and Norway, the EU-Iceland Joint Parliamentary Committee, and the European Economic Area (EEA) Joint Parliamentary Committee. She is also a supporter of the MEP Alliance for Mental Health and the MEPs Against Cancer group. Tomc was a candidate in the 2017 Slovenian presidential election and received the Employment, Social Affairs and Regions award at The Parliament Magazine's annual MEP Awards in 2020. She is the Vice-Chair of the European People's Party Group in the European Parliament since 19 June 2024."
193273,Romeo Franz,"Romeo Franz, a German politician and musician, born on 28 October 1966 in Kaiserslautern, West Germany, serves as a Member of the European Parliament for Germany since 3 July 2018, representing Alliance 90/The Greens and the European Green Party, with past experience as a board member of the Central Council of German Sinti and Roma from 2003 to 2013, and is a member of the European Parliament Intergroup on LGBT Rights and the European Parliament Anti-Racism and Diversity Intergroup."
190099,Rory Palmer,"Rory Palmer, a Labour Party member, was born on 19 November 1981 in Worksop, Nottinghamshire, England. He studied Social Policy at the University of York, graduating with a BA in 2003. Palmer worked as a research assistant for the Institute for Public Policy Research, a parliamentary assistant to Labour MPs John Mann and Peter Soulsby, and a senior policy, public affairs and campaigns manager at the Guide Dogs for the Blind Association. He was a councillor for the Eyres Monsell ward of Leicester City Council from 2007 to 2017, serving as one of the council's deputy mayors from 2011 to 2017. Palmer was a Member of the European Parliament for the East Midlands from 2017 to 2020, and the network lead for the Trussell Trust East Midlands after leaving the European Parliament. He was the Labour candidate in the 2024 Leicestershire Police and Crime Commissioner election. Palmer is a member of the Fabian Society, serving on the Executive Committee from 2019 to 2021."
124835,Rosa D'Amato,"Italian politician Rosa D'Amato, born 30 March 1969 in Taranto, Italian nationality, educated at the University of Florence, member of the European Parliament for Southern Italy since 1 July 2014, initially representing the Five Star Movement until 2020, then as an Independent politician, joined the Greens/EFA group in December 2020."
96811,Rosa Estaràs,"María Rosa Estaràs Ferragut, a Spanish politician and Member of the European Parliament, born October 21, 1965, in Valldemosa, Balearic Islands, Spain. She is a member of the People's Party and has been serving as an MEP since June 7, 2009, representing Spain. She currently serves as vice-chairwoman of the Committee on Petitions and as a full member of the Committee on Legal Affairs, and is part of various European Parliament Intergroups, including those focused on Artificial Intelligence and Digital, Seas, Rivers, Islands and Coastal Areas, LGBT Rights, Disability, and Mental Health."
197616,Rosanna Conte,"Italian politician Rosanna Conte, born on 17 April 1968 in Portogruaro, Italy, is affiliated with the League party, graduated from the University of Bologna, and works as a lawyer. She was elected as a member of the European Parliament representing the North-East Italy constituency, serving from 2 July 2019 until 9 June 2024."
38595,Rovana Plumb,"Rovana Plumb, a Romanian politician, born on 22 June 1960 in Bucharest, Romania. She is a member of the Social Democratic Party (PSD) and also affiliated with the Progressive Alliance of Socialists and Democrats and the Party of European Socialists. Plumb attended the Bucharest University of Economic Studies. She served as Minister of Environment and Climate Change from 7 May 2012 to 5 March 2014, Minister of Labour, Family, Social Protection and Elders from 5 March 2014 to 9 November 2015, and Minister of European Funds from 29 January 2018 to 24 April 2019. She was also the Acting President of the Social Democratic Party from 24 June 2015 to 22 July 2015. Plumb was a member of the Parliament of Romania from 2004 to 2007, the European Parliament from 2009 to 2012, and rejoined the European Parliament in 2019. She was involved in a corruption case in 2017."
